action,request_path,request_encoding,play_stage,client_evidence,request_fields,response_fields,cmn_effect,static_config_dependencies,persistence_entities,implementation_status,handling_class,test_fixture,device_validation,risk,next_step
worldWar.getOverview,?do=worldWar.getOverview,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:200"",""docs/ref/worldWar.md#worldWargetOverview"",""Tools/Net.js:235 (displayDecisiveOtherTeamInfo)"",""Views/Dialog/DecisiveSupportDialog.js:152 (_btnShowCallBack)""]","[""player_id""]","[""info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.getPlayerList,?do=worldWar.getPlayerList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:201"",""docs/ref/worldWar.md#worldWargetPlayerList"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:411 (goToSupportDialog)"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:426 (goToPlayerWillFightDialog)"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:445 (goToPlayerFightingDialog)"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:505 (goToPlayerFightedDialog)""]","[""round"",""user_id""]","[""player_list"",""player_list.length"",""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.goodsList,?do=worldWar.goodsList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:198"",""docs/ref/worldWar.md#worldWargoodsList"",""Views/DecisiveBattle/SupportPointsExchangeView.js:85 (requestGetGoodsList)""]","[""user_id""]","[""goods_list"",""point""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.index,?do=worldWar.index,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:195"",""docs/ref/worldWar.md#worldWarindex"",""Views/DecisiveBattle/DecisiveBattleMainView.js:266 (requestMianViewData)"",""Tools/Scene.js:97 (gotoSmallDecisiveBattle)"",""Tools/Scene.js:128 (gotoDecisiveBattle)""]","[""user_id""]","[""info"",""time""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.outline,?do=worldWar.outline,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:204"",""docs/ref/worldWar.md#worldWaroutline"",""Views/DecisiveBattle/DecisiveBattleMainView.js:489 (watchGameCallBack)""]","[""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.signUp,?do=worldWar.signUp,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:206"",""docs/ref/worldWar.md#worldWarsignUp"",""Views/DecisiveBattle/DecisiveBattleMainView.js:458 (rightCB)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.supportList,?do=worldWar.supportList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:197"",""docs/ref/worldWar.md#worldWarsupportList"",""Views/DecisiveBattle/DecisiveBattleMainView.js:480 (supportAwardCallBack)"",""Views/DecisiveBattle/SupportRecordView.js:95 (switchRequestDataForNet)""]","[""type"",""user_id""]","[""point.toString"",""support_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.supportPlayer,?do=worldWar.supportPlayer,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:203"",""docs/ref/worldWar.md#worldWarsupportPlayer"",""Views/Dialog/DecisiveSupportDialog.js:169 (_btnSupportCallBack)""]","[""player_id"",""round"",""session"",""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.supportRank,?do=worldWar.supportRank,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:196"",""docs/ref/worldWar.md#worldWarsupportRank"",""Views/DecisiveBattle/DecisiveBattleMainView.js:470 (rankCallback)""]","[""user_id""]","[""support_rank""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.exchange,?do=worldWarLocal.exchange,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:211"",""docs/ref/worldWarLocal.md#worldWarLocalexchange"",""Views/DecisiveBattle/SupportPointsExchangeView.js:313 (onBtnCallBack)""]","[""pk_id"",""user_id""]","[""add_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.getFightDetail,?do=worldWarLocal.getFightDetail,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:217"",""docs/ref/worldWarLocal.md#worldWarLocalgetFightDetail"",""Views/DecisiveBattle/OneRoundPlayerListDialog.js:187 (onReviewBtnClicked)""]","[""round"",""session""]","[""detail""]",cmn models: xs.Models.FightInfo.create,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.getOverview,?do=worldWarLocal.getOverview,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:212"",""docs/ref/worldWarLocal.md#worldWarLocalgetOverview"",""Tools/Net.js:235 (displayDecisiveOtherTeamInfo)"",""Views/Dialog/DecisiveSupportDialog.js:152 (_btnShowCallBack)""]","[""player_id""]","[""info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.getPlayerList,?do=worldWarLocal.getPlayerList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:213"",""docs/ref/worldWarLocal.md#worldWarLocalgetPlayerList"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:411 (goToSupportDialog)"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:426 (goToPlayerWillFightDialog)"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:445 (goToPlayerFightingDialog)"",""Views/DecisiveBattle/DecisiveBattlePreviewView.js:505 (goToPlayerFightedDialog)""]","[""round"",""user_id""]","[""player_list"",""player_list.length"",""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.goodsList,?do=worldWarLocal.goodsList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:210"",""docs/ref/worldWarLocal.md#worldWarLocalgoodsList"",""Views/DecisiveBattle/SupportPointsExchangeView.js:85 (requestGetGoodsList)""]","[""user_id""]","[""goods_list"",""point""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.index,?do=worldWarLocal.index,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:207"",""docs/ref/worldWarLocal.md#worldWarLocalindex"",""Views/DecisiveBattle/DecisiveBattleMainView.js:266 (requestMianViewData)"",""Tools/Scene.js:97 (gotoSmallDecisiveBattle)"",""Tools/Scene.js:128 (gotoDecisiveBattle)""]","[""user_id""]","[""info"",""time""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.outline,?do=worldWarLocal.outline,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:216"",""docs/ref/worldWarLocal.md#worldWarLocaloutline"",""Views/DecisiveBattle/DecisiveBattleMainView.js:489 (watchGameCallBack)""]","[""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.signUp,?do=worldWarLocal.signUp,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:218"",""docs/ref/worldWarLocal.md#worldWarLocalsignUp"",""Views/DecisiveBattle/DecisiveBattleMainView.js:458 (rightCB)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.supportList,?do=worldWarLocal.supportList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:209"",""docs/ref/worldWarLocal.md#worldWarLocalsupportList"",""Views/DecisiveBattle/DecisiveBattleMainView.js:480 (supportAwardCallBack)"",""Views/DecisiveBattle/SupportRecordView.js:95 (switchRequestDataForNet)""]","[""type"",""user_id""]","[""point.toString"",""support_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.supportPlayer,?do=worldWarLocal.supportPlayer,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:215"",""docs/ref/worldWarLocal.md#worldWarLocalsupportPlayer"",""Views/Dialog/DecisiveSupportDialog.js:169 (_btnSupportCallBack)""]","[""player_id"",""round"",""session"",""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWarLocal.supportRank,?do=worldWarLocal.supportRank,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:208"",""docs/ref/worldWarLocal.md#worldWarLocalsupportRank"",""Views/DecisiveBattle/DecisiveBattleMainView.js:470 (rankCallback)""]","[""user_id""]","[""support_rank""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
/auth/register,POST /auth/register,"JSON body {username,password}; local replacement, not a retail do= action",1 开机、账号入口,ServerProject/PROTOCOL.md local account bridge; src/api/account.rs,"[""username"",""password""]","[""result"",""error_code"",""msg""]",none,none,accounts,IMPLEMENTED_LOCAL_SLICE,LOCAL_REPLACEMENT,HTTP integration test,NOT DEVICE VERIFIED,Full request logging prints submitted credentials as configured; the checked-in config defaults to full logging.,Device-check signup failure/success callbacks and lockout experience.
